央卫,#genre#
河北卫视,http://bxny.667789.cn:88/hls/35/index.m3u8?url=tvzb.com
安徽卫视,http://bxny.667789.cn:88/hls/36/index.m3u8?url=tvzb.com
大湾区卫视,http://bxny.667789.cn:88/hls/37/index.m3u8?url=tvzb.com
广东卫视,http://bxny.667789.cn:88/hls/38/index.m3u8?url=tvzb.com
天津卫视,http://bxny.667789.cn:88/hls/39/index.m3u8?url=tvzb.com
深圳卫视,http://bxny.667789.cn:88/hls/40/index.m3u8?url=tvzb.com
江苏卫视,http://bxny.667789.cn:88/hls/41/index.m3u8?url=tvzb.com
浙江卫视,http://bxny.667789.cn:88/hls/42/index.m3u8?url=tvzb.com
山东卫视,http://bxny.667789.cn:88/hls/43/index.m3u8?url=tvzb.com
四川卫视,http://bxny.667789.cn:88/hls/44/index.m3u8?url=tvzb.com
江西卫视,http://bxny.667789.cn:88/hls/45/index.m3u8?url=tvzb.com
贵州卫视,http://bxny.667789.cn:88/hls/46/index.m3u8?url=tvzb.com
山西卫视,http://bxny.667789.cn:88/hls/47/index.m3u8?url=tvzb.com
广西卫视,http://bxny.667789.cn:88/hls/48/index.m3u8?url=tvzb.com
青海卫视,http://bxny.667789.cn:88/hls/49/index.m3u8?url=tvzb.com
陕西卫视,http://bxny.667789.cn:88/hls/50/index.m3u8?url=tvzb.com
河南卫视,http://bxny.667789.cn:88/hls/52/index.m3u8?url=tvzb.com
重庆卫视,http://bxny.667789.cn:88/hls/53/index.m3u8?url=tvzb.com
甘肃卫视,http://bxny.667789.cn:88/hls/54/index.m3u8?url=tvzb.com
内蒙古卫视,http://bxny.667789.cn:88/hls/55/index.m3u8?url=tvzb.com
新疆卫视,http://bxny.667789.cn:88/hls/56/index.m3u8?url=tvzb.com
兵团卫视,http://bxny.667789.cn:88/hls/57/index.m3u8?url=tvzb.com
西藏卫视,http://bxny.667789.cn:88/hls/58/index.m3u8?url=tvzb.com
云南卫视,http://bxny.667789.cn:88/hls/59/index.m3u8?url=tvzb.com
宁夏卫视,http://bxny.667789.cn:88/hls/60/index.m3u8?url=tvzb.com
东南卫视,http://bxny.667789.cn:88/hls/61/index.m3u8?url=tvzb.com
海南卫视,http://bxny.667789.cn:88/hls/62/index.m3u8?url=tvzb.com
动作电影,http://bxny.667789.cn:88/hls/130/index.m3u8
精品大剧,http://bxny.667789.cn:88/hls/133/index.m3u8
超级电影,http://bxny.667789.cn:88/hls/134/index.m3u8
超级体育,http://bxny.667789.cn:88/hls/135/index.m3u8
超级综艺,http://bxny.667789.cn:88/hls/136/index.m3u8
东北热剧,http://bxny.667789.cn:88/hls/137/index.m3u8
欢乐剧场,http://bxny.667789.cn:88/hls/138/index.m3u8
古装剧场,http://bxny.667789.cn:88/hls/139/index.m3u8
军旅剧场,http://bxny.667789.cn:88/hls/140/index.m3u8
精品纪录,http://bxny.667789.cn:88/hls/141/index.m3u8
家庭剧场,http://bxny.667789.cn:88/hls/142/index.m3u8
精品体育,http://bxny.667789.cn:88/hls/143/index.m3u8
爱情喜剧,http://bxny.667789.cn:88/hls/144/index.m3u8
惊悚悬疑,http://bxny.667789.cn:88/hls/145/index.m3u8
金牌综艺,http://bxny.667789.cn:88/hls/146/index.m3u8
军事评论,http://bxny.667789.cn:88/hls/147/index.m3u8
农业致富,http://bxny.667789.cn:88/hls/148/index.m3u8
怡伴健康,http://bxny.667789.cn:88/hls/149/index.m3u8
潮妈辣妹,http://bxny.667789.cn:88/hls/150/index.m3u8
武博世界,http://bxny.667789.cn:88/hls/151/index.m3u8
中国功夫,http://bxny.667789.cn:88/hls/152/index.m3u8
炫舞未来,http://bxny.667789.cn:88/hls/153/index.m3u8


辽宁移动,#genre#
CCTV1-综合,http://fxgm.fxjf.work:19901/tsfile/live/0001_1.m3u8
CCTV2-财经,http://fxgm.fxjf.work:19901/tsfile/live/0002_1.m3u8
CCTV3-综艺,http://fxgm.fxjf.work:19901/tsfile/live/0003_1.m3u8
CCTV4-国际,http://fxgm.fxjf.work:19901/tsfile/live/0004_1.m3u8
CCTV5-体育,http://fxgm.fxjf.work:19901/tsfile/live/0005_1.m3u8
CCTV6-电影,http://fxgm.fxjf.work:19901/tsfile/live/0006_1.m3u8
CCTV7-军农,http://fxgm.fxjf.work:19901/tsfile/live/0007_1.m3u8
CCTV8-电视剧,http://fxgm.fxjf.work:19901/tsfile/live/0008_1.m3u8
CCTV9-纪录,http://fxgm.fxjf.work:19901/tsfile/live/0009_1.m3u8
CCTV10-科教,http://fxgm.fxjf.work:19901/tsfile/live/0010_1.m3u8
CCTV11-戏曲,http://fxgm.fxjf.work:19901/tsfile/live/0011_1.m3u8
CCTV12-社会与法,http://fxgm.fxjf.work:19901/tsfile/live/0012_1.m3u8
CCTV13-新闻,http://fxgm.fxjf.work:19901/tsfile/live/0013_1.m3u8
CCTV14-少儿,http://fxgm.fxjf.work:19901/tsfile/live/0014_1.m3u8
CCTV15-音乐,http://fxgm.fxjf.work:19901/tsfile/live/0015_1.m3u8
CCTV5+体育赛事,http://fxgm.fxjf.work:19901/tsfile/live/0016_1.m3u8
辽宁卫视,http://fxgm.fxjf.work:19901/tsfile/live/0121_1.m3u8
北京卫视,http://fxgm.fxjf.work:19901/tsfile/live/0122_1.m3u8
天津卫视,http://fxgm.fxjf.work:19901/tsfile/live/0135_1.m3u8
浙江卫视,http://fxgm.fxjf.work:19901/tsfile/live/0124_1.m3u8
江苏卫视,http://fxgm.fxjf.work:19901/tsfile/live/0127_1.m3u8
安徽卫视,http://fxgm.fxjf.work:19901/tsfile/live/0130_1.m3u8
贵州卫视,http://fxgm.fxjf.work:19901/tsfile/live/0120_1.m3u8
山东卫视,http://fxgm.fxjf.work:19901/tsfile/live/0131_1.m3u8
山西卫视,http://fxgm.fxjf.work:19901/tsfile/live/0118_1.m3u8
广东卫视,http://fxgm.fxjf.work:19901/tsfile/live/0125_1.m3u8
广西卫视,http://fxgm.fxjf.work:19901/tsfile/live/0113_1.m3u8
湖北卫视,http://fxgm.fxjf.work:19901/tsfile/live/0132_1.m3u8
湖南卫视,http://fxgm.fxjf.work:19901/tsfile/live/0128_1.m3u8
江西卫视,http://fxgm.fxjf.work:19901/tsfile/live/0138_1.m3u8
河北卫视,http://fxgm.fxjf.work:19901/tsfile/live/0117_1.m3u8
河南卫视,http://fxgm.fxjf.work:19901/tsfile/live/0139_1.m3u8
四川卫视,http://fxgm.fxjf.work:19901/tsfile/live/0123_1.m3u8
重庆卫视,http://fxgm.fxjf.work:19901/tsfile/live/0142_1.m3u8
东南卫视,http://fxgm.fxjf.work:19901/tsfile/live/0137_1.m3u8
青海卫视,http://fxgm.fxjf.work:19901/tsfile/live/0140_1.m3u8
云南卫视,http://fxgm.fxjf.work:19901/tsfile/live/0119_1.m3u8
陕西卫视,http://fxgm.fxjf.work:19901/tsfile/live/0136_1.m3u8
内蒙古卫视,http://fxgm.fxjf.work:19901/tsfile/live/0109_1.m3u8
宁夏卫视,http://fxgm.fxjf.work:19901/tsfile/live/0112_1.m3u8
吉林卫视,http://fxgm.fxjf.work:19901/tsfile/live/0116_1.m3u8
新疆卫视,http://fxgm.fxjf.work:19901/tsfile/live/0110_1.m3u8
甘肃卫视,http://fxgm.fxjf.work:19901/tsfile/live/0141_1.m3u8
西藏卫视,http://fxgm.fxjf.work:19901/tsfile/live/0111_1.m3u8
黑龙江卫视,http://fxgm.fxjf.work:19901/tsfile/live/0143_1.m3u8
深圳卫视,http://fxgm.fxjf.work:19901/tsfile/live/0126_1.m3u8
厦门卫视,http://fxgm.fxjf.work:19901/tsfile/live/0129_1.m3u8
兵团卫视,http://fxgm.fxjf.work:19901/tsfile/live/0115_1.m3u8
辽宁都市,http://fxgm.fxjf.work:19901/tsfile/live/1000_1.m3u8
辽宁影视剧,http://fxgm.fxjf.work:19901/tsfile/live/1001_1.m3u8
辽宁体育,http://fxgm.fxjf.work:19901/tsfile/live/1003_1.m3u8
辽宁生活,http://fxgm.fxjf.work:19901/tsfile/live/1004_1.m3u8
辽宁教育青少,http://fxgm.fxjf.work:19901/tsfile/live/1005_1.m3u8
辽宁北方,http://fxgm.fxjf.work:19901/tsfile/live/1006_1.m3u8
辽宁公共,http://fxgm.fxjf.work:19901/tsfile/live/1007_1.m3u8
辽宁经济,http://fxgm.fxjf.work:19901/tsfile/live/1008_1.m3u8
海南卫视,http://fxgm.fxjf.work:19901/tsfile/live/1010_1.m3u8
延边卫视,http://fxgm.fxjf.work:19901/tsfile/live/1011_1.m3u8
金鹰卡通,http://fxgm.fxjf.work:19901/tsfile/live/1012_1.m3u8
优漫卡通,http://fxgm.fxjf.work:19901/tsfile/live/1013_1.m3u8
家庭影院,http://fxgm.fxjf.work:19901/tsfile/live/1014_1.m3u8
动作电影,http://fxgm.fxjf.work:19901/tsfile/live/1015_1.m3u8
高清电影,http://fxgm.fxjf.work:19901/tsfile/live/1016_1.m3u8


四川电信,#genre#
CCTV-1高清,http://wouu.net:9977/rtp/239.93.0.184:5140
CCTV-2高清,http://wouu.net:9977/rtp/239.93.1.23:6000
CCTV-3高清,http://wouu.net:9977/rtp/239.93.1.11:2223
CCTV-4高清,http://wouu.net:9977/rtp/239.93.1.105:5140
CCTV-5高清,http://wouu.net:9977/rtp/239.93.42.37:5140
CCTV-5＋高清,http://wouu.net:9977/rtp/239.93.1.36:8004
CCTV-6高清,http://wouu.net:9977/rtp/239.93.1.13:2226
CCTV-7高清,http://wouu.net:9977/rtp/239.93.1.67:5140
CCTV-8高清,http://wouu.net:9977/rtp/239.93.42.39:5140
CCTV-9高清,http://wouu.net:9977/rtp/239.93.1.24:5140
CCTV-10高清,http://wouu.net:9977/rtp/239.93.1.28:5140
CCTV-11高清,http://wouu.net:9977/rtp/239.93.0.102:5140
CCTV-12高清,http://wouu.net:9977/rtp/239.93.1.30:8124
CCTV-13高清,http://wouu.net:9977/rtp/239.93.0.66:5140
CCTV-14高清,http://wouu.net:9977/rtp/239.93.1.29:6000
CCTV-15高清,http://wouu.net:9977/rtp/239.93.0.103:5140
CCTV-16高清,http://wouu.net:9977/rtp/239.93.42.53:5140
CCTV-17高清,http://wouu.net:9977/rtp/239.93.0.92:5140
CCTV-4K超高清,http://wouu.net:9977/rtp/rtp://239.93.42.41:5140
湖南卫视高清,http://wouu.net:9977/rtp/239.93.0.88:5140
江苏卫视高清,http://wouu.net:9977/rtp/239.93.0.89:5140
浙江卫视高清,http://wouu.net:9977/rtp/239.93.0.124:5140
东方卫视高清,http://wouu.net:9977/rtp/239.93.0.123:5140
北京卫视高清,http://wouu.net:9977/rtp/239.93.0.180:5140
深圳卫视高清,http://wouu.net:9977/rtp/239.93.0.182:5140
广东卫视高清,http://wouu.net:9977/rtp/239.93.0.181:5140
天津卫视高清,http://wouu.net:9977/rtp/239.93.0.167:5140
山东卫视高清,http://wouu.net:9977/rtp/239.93.0.168:5140
江西卫视高清,http://wouu.net:9977/rtp/239.93.0.134:5140
东南卫视高清,http://wouu.net:9977/rtp/239.93.0.42:5140
黑龙江卫视高清,http://wouu.net:9977/rtp/239.93.0.183:5140
重庆卫视高清,http://wouu.net:9977/rtp/239.93.1.107:5140
重庆汽摩高清,http://wouu.net:9977/rtp/239.93.0.62:5140
贵州卫视高清,http://wouu.net:9977/rtp/239.93.0.131:5140
湖北卫视高清,http://wouu.net:9977/rtp/239.93.0.250:5140
安徽卫视高清,http://wouu.net:9977/rtp/239.93.1.106:5140
河北卫视高清,http://wouu.net:9977/rtp/239.93.0.132:5140
辽宁卫视高清,http://wouu.net:9977/rtp/239.93.1.108:5140
河南卫视高清,http://wouu.net:9977/rtp/239.93.42.45:5140
广西卫视高清,http://wouu.net:9977/rtp/239.93.42.46:5140
吉林卫视高清,http://wouu.net:9977/rtp/239.93.0.248:5140
甘肃卫视高清,http://wouu.net:9977/rtp/239.93.0.81:5140
云南卫视,http://wouu.net:9977/rtp/239.93.1.174:5140
陕西卫视,http://wouu.net:9977/rtp/239.93.0.176:5140
山西卫视,http://wouu.net:9977/rtp/239.93.0.6:5140
内蒙古卫视,http://wouu.net:9977/rtp/239.93.0.8:5140
青海卫视,http://wouu.net:9977/rtp/239.93.0.192:5140
宁夏卫视,http://wouu.net:9977/rtp/239.93.0.247:5140
西藏卫视,http://wouu.net:9977/rtp/239.93.0.175:5140
新疆卫视,http://wouu.net:9977/rtp/239.93.0.194:5140
海南卫视,http://wouu.net:9977/rtp/239.93.0.80:5140
陕西农林,http://wouu.net:9977/rtp/239.93.0.100:5140
兵团卫视,http://wouu.net:9977/rtp/239.93.42.43:5140
厦门卫视,http://wouu.net:9977/rtp/239.93.42.57:5140
三沙卫视,http://wouu.net:9977/rtp/239.93.42.58:5140
四川卫视高清,http://wouu.net:9977/rtp/239.93.0.20:1235
四川经济高清,http://wouu.net:9977/rtp/239.93.1.101:5140
四川文化旅游高清,http://wouu.net:9977/rtp/239.93.1.102:5140
四川新闻高清,http://wouu.net:9977/rtp/239.93.0.47:5140
四川影视文艺高清,http://wouu.net:9977/rtp/239.93.0.166:5140
四川科教高清,http://wouu.net:9977/rtp/239.93.42.44:5140
四川乡村高清,http://wouu.net:9977/rtp/239.93.0.52:5140
四川-7高清,http://wouu.net:9977/rtp/239.93.0.219:5140
峨眉电影高清,http://wouu.net:9977/rtp/239.93.0.252:5140
成都-1高清,http://wouu.net:9977/rtp/239.93.0.16:5140
成都-2,http://wouu.net:9977/rtp/239.93.0.17:1239
成都-3,http://wouu.net:9977/rtp/239.93.0.18:1238
成都-4,http://wouu.net:9977/rtp/239.93.0.19:1250
成都-5高清,http://wouu.net:9977/rtp/239.93.1.231:5140
成都-6,http://wouu.net:9977/rtp/239.93.0.21:1251
成都-8高清,http://wouu.net:9977/rtp/239.93.0.22:1252
凤凰中文,http://wouu.net:9977/rtp/239.93.1.9:2192
凤凰资讯,http://wouu.net:9977/rtp/239.93.1.4:2191


湖北电信,#genre#
CCTV1综合,http://gd.ikhs.cn:8880/rtp/239.254.96.96:8550
CCTV2财经,http://gd.ikhs.cn:8880/rtp/239.69.1.102:10250
CCTV3综艺,http://gd.ikhs.cn:8880/rtp/239.69.1.122:10370
CCTV4中文国际,http://gd.ikhs.cn:8880/rtp/239.69.1.138:10466
CCTV4中文国际欧洲,http://gd.ikhs.cn:8880/rtp/239.69.1.231:11028
CCTV4中文国际美洲,http://gd.ikhs.cn:8880/rtp/239.69.1.232:11034
CCTV5体育,http://gd.ikhs.cn:8880/rtp/239.69.1.123:10376
CCTV5+体育赛事,http://gd.ikhs.cn:8880/rtp/239.254.96.234:9484
CCTV6电影,http://gd.ikhs.cn:8880/rtp/239.69.1.124:10382
CCTV7国防军事,http://gd.ikhs.cn:8880/rtp/239.69.1.103:10256
CCTV8电视剧,http://gd.ikhs.cn:8880/rtp/239.69.1.125:10388
CCTV9记录,http://gd.ikhs.cn:8880/rtp/239.69.1.104:10262
CCTV10科教,http://gd.ikhs.cn:8880/rtp/239.69.1.105:10268
CCTV11戏曲,http://gd.ikhs.cn:8880/rtp/239.69.1.154:10560
CCTV12社会与法,http://gd.ikhs.cn:8880/rtp/239.69.1.106:10274
CCTV13新闻,http://gd.ikhs.cn:8880/rtp/239.254.96.161:9040
CCTV14少儿,http://gd.ikhs.cn:8880/rtp/239.69.1.107:10280
CCTV15音乐,http://gd.ikhs.cn:8880/rtp/239.69.1.155:10566
CCTV16奥林匹克,http://gd.ikhs.cn:8880/rtp/239.69.1.247:11124
CCTV16奥林匹克-4K,http://gd.ikhs.cn:8880/rtp/239.69.1.249:11136
CCTV17农业农村,http://gd.ikhs.cn:8880/rtp/239.69.1.152:10548
CCTV4K超高清,http://gd.ikhs.cn:8880/rtp/239.69.1.12:9712
CCTV第一剧场,http://gd.ikhs.cn:8880/rtp/239.69.1.74:10084
CCTV兵器科技,http://gd.ikhs.cn:8880/rtp/239.69.1.79:10114
CCTV风云足球,http://gd.ikhs.cn:8880/rtp/239.69.1.81:10126
CCTV高尔夫网球,http://gd.ikhs.cn:8880/rtp/239.69.1.83:10138
CCTV世界地理,http://gd.ikhs.cn:8880/rtp/239.69.1.91:10186
CCTV央视台球,http://gd.ikhs.cn:8880/rtp/239.69.1.98:10224
河北卫视,http://gd.ikhs.cn:8880/rtp/239.254.96.113:9616
深圳卫视,http://gd.ikhs.cn:8880/rtp/239.254.96.137:8896
黑龙江卫视,http://gd.ikhs.cn:8880/rtp/239.254.96.138:8902
湖南卫视,http://gd.ikhs.cn:8880/rtp/239.254.96.139:8908
广东卫视,http://gd.ikhs.cn:8880/rtp/239.254.96.140:8914
北京卫视,http://gd.ikhs.cn:8880/rtp/239.254.96.141:8920
东方卫视,http://gd.ikhs.cn:8880/rtp/239.254.96.142:8926
浙江卫视,http://gd.ikhs.cn:8880/rtp/239.254.96.143:8932
江苏卫视,http://gd.ikhs.cn:8880/rtp/239.254.96.144:8938
天津卫视,http://gd.ikhs.cn:8880/rtp/239.69.1.68:10048
山东卫视,http://gd.ikhs.cn:8880/rtp/239.69.1.69:10054
安徽卫视,http://gd.ikhs.cn:8880/rtp/239.69.1.70:10060
辽宁卫视,http://gd.ikhs.cn:8880/rtp/239.69.1.71:10066
东南卫视,http://gd.ikhs.cn:8880/rtp/239.69.1.108:10286
江西卫视,http://gd.ikhs.cn:8880/rtp/239.69.1.126:10394
重庆卫视,http://gd.ikhs.cn:8880/rtp/239.69.1.149:10530
贵州卫视,http://gd.ikhs.cn:8880/rtp/239.69.1.150:10536
海南卫视,http://gd.ikhs.cn:8880/rtp/239.69.1.151:10542
河南卫视,http://gd.ikhs.cn:8880/rtp/239.69.1.168:10644
四川卫视,http://gd.ikhs.cn:8880/rtp/239.69.1.169:10650
广西卫视,http://gd.ikhs.cn:8880/rtp/239.69.1.191:10788
吉林卫视,http://gd.ikhs.cn:8880/rtp/239.69.1.212:10914
湖北卫视,http://gd.ikhs.cn:8880/rtp/239.254.96.115:8664
湖北公共新闻,http://gd.ikhs.cn:8880/rtp/239.69.1.40:9880
湖北经视,http://gd.ikhs.cn:8880/rtp/239.69.1.41:9886
湖北综合,http://gd.ikhs.cn:8880/rtp/239.69.1.42:9892
湖北垄上,http://gd.ikhs.cn:8880/rtp/239.69.1.43:9898
湖北影视,http://gd.ikhs.cn:8880/rtp/239.69.1.204:10866
湖北生活,http://gd.ikhs.cn:8880/rtp/239.69.1.205:10872
湖北教育,http://gd.ikhs.cn:8880/rtp/239.69.1.206:10878
武汉一台新闻综合,http://gd.ikhs.cn:8880/rtp/239.69.1.145:10506
武汉二台电视剧,http://gd.ikhs.cn:8880/rtp/239.69.1.146:10512
武汉三台科技生活,http://gd.ikhs.cn:8880/rtp/239.69.1.251:11148
武汉四台经济,http://gd.ikhs.cn:8880/rtp/239.69.1.35:9850
武汉五台文体,http://gd.ikhs.cn:8880/rtp/239.69.1.147:10518
武汉六台外语,http://gd.ikhs.cn:8880/rtp/239.69.1.36:9856
武汉教育,http://gd.ikhs.cn:8880/rtp/239.69.1.60:9994
湖北经视,http://59.174.225.102:8880/udp/239.69.1.41:9886$武汉电信2
湖北综合,http://59.174.225.102:8880/udp/239.69.1.42:9892$武汉电信2
湖北公共新闻,http://59.174.225.102:8880/udp/239.69.1.40:9880$武汉电信2
湖北垄上,http://59.174.225.102:8880/udp/239.69.1.43:9898$武汉电信2
湖北影视,http://59.174.225.102:8880/udp/239.69.1.204:10866$武汉电信2
湖北教育,http://59.174.225.102:8880/udp/239.69.1.206:10878$武汉电信2
湖北生活,http://59.174.225.102:8880/udp/239.69.1.205:10872$武汉电信2
武汉新闻综合,http://59.174.225.102:8880/udp/239.69.1.145:10506$武汉电信2
武汉电视剧,http://59.174.225.102:8880/udp/239.69.1.146:10512$武汉电信2
武汉科技生活,http://59.174.225.102:8880/udp/239.69.1.251:11148$武汉电信2
武汉经济,http://59.174.225.102:8880/udp/239.69.1.35:9850$武汉电信2
武汉文体,http://59.174.225.102:8880/udp/239.69.1.147:10518$武汉电信2
武汉外语,http://59.174.225.102:8880/udp/239.69.1.36:9856$武汉电信2
武汉教育,http://59.174.225.102:8880/udp/239.69.1.60:9994$武汉电信2
蔡甸综合,http://59.174.225.102:8880/udp/239.69.1.245:11112$武汉电信2
房县综合,http://59.174.225.102:8880/udp/239.69.1.192:10794$武汉电信2
阳新综合,http://59.174.225.102:8880/udp/239.69.1.34:9844$武汉电信2
湖北经视,http://20191221.xyz:8888/udp/239.69.1.41:9886$武汉电信3
湖北综合,http://20191221.xyz:8888/udp/239.69.1.42:9892$武汉电信3
湖北公共新闻,http://20191221.xyz:8888/udp/239.69.1.40:9880$武汉电信3
湖北垄上,http://20191221.xyz:8888/udp/239.69.1.43:9898$武汉电信3
湖北影视,http://20191221.xyz:8888/udp/239.69.1.204:10866$武汉电信3
湖北教育,http://20191221.xyz:8888/udp/239.69.1.206:10878$武汉电信3
湖北生活,http://20191221.xyz:8888/udp/239.69.1.205:10872$武汉电信3
武汉新闻综合,http://20191221.xyz:8888/udp/239.69.1.145:10506$武汉电信3
武汉电视剧,http://20191221.xyz:8888/udp/239.69.1.146:10512$武汉电信3
武汉科技生活,http://20191221.xyz:8888/udp/239.69.1.251:11148$武汉电信3
武汉经济,http://20191221.xyz:8888/udp/239.69.1.35:9850$武汉电信3
武汉文体,http://20191221.xyz:8888/udp/239.69.1.147:10518$武汉电信3
武汉外语,http://20191221.xyz:8888/udp/239.69.1.36:9856$武汉电信3
武汉教育,http://20191221.xyz:8888/udp/239.69.1.60:9994$武汉电信3
蔡甸综合,http://20191221.xyz:8888/udp/239.69.1.245:11112$武汉电信3
房县综合,http://20191221.xyz:8888/udp/239.69.1.192:10794$武汉电信3
阳新综合,http://20191221.xyz:8888/udp/239.69.1.34:9844$武汉电信3
湖北经视,http://221.232.107.46:8880/udp/239.69.1.41:9886
湖北综合,http://221.232.107.46:8880/udp/239.69.1.42:9892
湖北公共新闻,http://221.232.107.46:8880/udp/239.69.1.40:9880
湖北垄上,http://221.232.107.46:8880/udp/239.69.1.43:9898
湖北影视,http://221.232.107.46:8880/udp/239.69.1.204:10866
湖北教育,http://221.232.107.46:8880/udp/239.69.1.206:10878
湖北生活,http://221.232.107.46:8880/udp/239.69.1.205:10872
武汉新闻综合,http://221.232.107.46:8880/udp/239.69.1.145:10506
武汉电视剧,http://221.232.107.46:8880/udp/239.69.1.146:10512
武汉科技生活,http://221.232.107.46:8880/udp/239.69.1.251:11148
武汉经济,http://221.232.107.46:8880/udp/239.69.1.35:9850
武汉文体,http://221.232.107.46:8880/udp/239.69.1.147:10518
武汉外语,http://221.232.107.46:8880/udp/239.69.1.36:9856
武汉教育,http://221.232.107.46:8880/udp/239.69.1.60:9994
蔡甸综合,http://221.232.107.46:8880/udp/239.69.1.245:11112
房县综合,http://221.232.107.46:8880/udp/239.69.1.192:10794
阳新综合,http://221.232.107.46:8880/udp/239.69.1.34:9844
湖北公共新闻,http://ht.ikhs.cn:8880/udp/239.69.1.40:9880$襄阳电信
湖北经视,http://ht.ikhs.cn:8880/udp/239.69.1.41:9886$襄阳电信
湖北综合,http://ht.ikhs.cn:8880/udp/239.69.1.42:9892$襄阳电信
湖北垄上,http://ht.ikhs.cn:8880/udp/239.69.1.43:9898$襄阳电信
湖北影视,http://ht.ikhs.cn:8880/udp/239.69.1.204:10866$襄阳电信
湖北生活,http://ht.ikhs.cn:8880/udp/239.69.1.205:10872$襄阳电信
湖北教育,http://ht.ikhs.cn:8880/udp/239.69.1.206:10878$襄阳电信
襄阳综合,http://ht.ikhs.cn:8880/udp/239.69.1.158:10584$襄阳电信
襄阳经济,http://ht.ikhs.cn:8880/udp/239.69.1.159:10590$襄阳电信
襄阳公共,http://ht.ikhs.cn:8880/udp/239.69.1.160:10596$襄阳电信
南漳综合,http://ht.ikhs.cn:8880/udp/239.69.1.161:10602$襄阳电信
谷城综合,http://ht.ikhs.cn:8880/udp/239.69.1.44:9904$襄阳电信
枣阳综合,http://ht.ikhs.cn:8880/udp/239.69.1.227:11004$襄阳电信
